"ID","Registry name","Spawns"
85,"minecraft:frozen_river","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:snowy_creeper [weight: 75, min: 2, max: 2] }; { minecraft:drowned [weight: 1, min: 1, max: 1] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { ecologics:penguin [weight: 2, min: 4, max: 5] }; { meadow:water_buffalo [weight: 3, min: 2, max: 3] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { naturalist:duck [weight: 10, min: 1, max: 3] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { wildernature:pelican [weight: 7, min: 3, max: 5] }; { crittersandcompanions:dragonfly [weight: 7, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { crittersandcompanions:otter [weight: 1, min: 3, max: 5] }; { minecraft:squid [weight: 2, min: 1, max: 4] }; { crittersandcompanions:koi_fish [weight: 4, min: 2, max: 5] }; { fetzisasiandeco:koi [weight: 5, min: 2, max: 5] }; { minecraft:salmon [weight: 5, min: 1, max: 5] }; { naturalist:bass [weight: 10, min: 4, max: 4] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { untitledduckmod:duck [weight: 6, min: 2, max: 4] }; { untitledduckmod:goose [weight: 4, min: 2, max: 4] }"
86,"still_life:glacial_basin","{ minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 10, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:stray [weight: 90, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 80, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:polar_bear [weight: 1, min: 1, max: 2] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
87,"still_life:glowing_caves","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:tetra [weight: 3, min: 2, max: 3] }"
88,"betterend:glowing_grasslands","{ endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:end_islands_enderman [weight: 1, min: 1, max: 1] }; { minecraft:enderman [weight: 50, min: 1, max: 2] }"
89,"still_life:grassland_savanna","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:savannah_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:savanna_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { friendsandfoes:mauler [weight: 32, min: 1, max: 1] }; { hybrid-birds:guinea_fowl [weight: 3, min: 1, max: 3] }; { meadow:water_buffalo [weight: 3, min: 2, max: 3] }; { minecraft:donkey [weight: 0, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { naturalist:boar [weight: 10, min: 4, max: 4] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:elephant [weight: 5, min: 2, max: 3] }; { naturalist:finch [weight: 10, min: 1, max: 4] }; { naturalist:giraffe [weight: 5, min: 2, max: 4] }; { naturalist:hippo [weight: 10, min: 3, max: 4] }; { naturalist:lion [weight: 3, min: 3, max: 5] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:rattlesnake [weight: 10, min: 1, max: 1] }; { naturalist:rhino [weight: 1, min: 1, max: 3] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:vulture [weight: 3, min: 2, max: 4] }; { naturalist:zebra [weight: 1, min: 2, max: 3] }; { wildernature:bison [weight: 14, min: 3, max: 6] }; { wildernature:boar [weight: 14, min: 4, max: 5] }; { wildernature:cassowary [weight: 7, min: 3, max: 5] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
90,"betternether:gravel_desert","{ betternether:jungle_skeleton [weight: 0, min: 2, max: 4] }; { betternether:naga [weight: 20, min: 3, max: 5] }; { betternether:skull [weight: 2, min: 2, max: 4] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:hoglin [weight: 0, min: 1, max: 2] }; { minecraft:magma_cube [weight: 2, min: 4, max: 4] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:piglin_brute [weight: 0, min: 1, max: 1] }; { minecraft:zombified_piglin [weight: 100, min: 4, max: 4] }; { minecraft:strider [weight: 60, min: 1, max: 2] }; { betternether:firefly [weight: 5, min: 1, max: 3] }; { betternether:flying_pig [weight: 0, min: 2, max: 4] }; { betternether:hydrogen_jellyfish [weight: 5, min: 2, max: 6] }"
91,"minecraft:grove","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:snowy_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:ferret [weight: 4, min: 2, max: 3] }; { crittersandcompanions:jumping_spider [weight: 2, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:fox [weight: 10, min: 2, max: 4] }; { minecraft:fox [weight: 8, min: 2, max: 4] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:wolf [weight: 8, min: 4, max: 4] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:boar [weight: 10, min: 4, max: 4] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:deer [weight: 10, min: 1, max: 3] }; { naturalist:finch [weight: 10, min: 1, max: 4] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { wildernature:boar [weight: 14, min: 4, max: 5] }; { wildernature:deer [weight: 13, min: 2, max: 4] }; { wildernature:hedgehog [weight: 13, min: 1, max: 3] }; { wildernature:owl [weight: 12, min: 2, max: 3] }; { wildernature:turkey [weight: 12, min: 3, max: 5] }; { crittersandcompanions:leaf_insect [weight: 14, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
92,"still_life:haunted_depths","{ minecraft:enderman [weight: 20, min: 1, max: 4] }; { minecraft:skeleton [weight: 200, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:wither_skeleton [weight: 150, min: 4, max: 4] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:bat [weight: 1, min: 8, max: 8] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
93,"still_life:humid_savanna","{ creeperoverhaul:bamboo_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:jungle_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:savannah_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:savanna_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:jumping_spider [weight: 2, min: 1, max: 1] }; { crittersandcompanions:red_panda [weight: 8, min: 1, max: 2] }; { friendsandfoes:mauler [weight: 32, min: 1, max: 1] }; { hybrid-birds:guinea_fowl [weight: 3, min: 1, max: 3] }; { hybrid-birds:peacock [weight: 2, min: 1, max: 2] }; { meadow:water_buffalo [weight: 3, min: 2, max: 3] }; { minecraft:frog [weight: 8, min: 3, max: 4] }; { naturalist:boar [weight: 10, min: 4, max: 4] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { naturalist:elephant [weight: 5, min: 2, max: 3] }; { naturalist:finch [weight: 10, min: 1, max: 4] }; { naturalist:giraffe [weight: 5, min: 2, max: 4] }; { naturalist:hippo [weight: 10, min: 3, max: 4] }; { naturalist:lion [weight: 3, min: 3, max: 5] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:rattlesnake [weight: 10, min: 1, max: 1] }; { naturalist:rhino [weight: 1, min: 1, max: 3] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:tortoise [weight: 10, min: 1, max: 3] }; { naturalist:vulture [weight: 3, min: 2, max: 4] }; { naturalist:zebra [weight: 1, min: 2, max: 3] }; { wildernature:bison [weight: 14, min: 3, max: 6] }; { wildernature:boar [weight: 14, min: 4, max: 5] }; { wildernature:cassowary [weight: 7, min: 3, max: 5] }; { crittersandcompanions:leaf_insect [weight: 14, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:african_butterflyfish [weight: 2, min: 1, max: 1] }; { hybrid-aquatic:danio [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:discus [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:golden_dorado [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:gourami [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:oscar [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:piranha [weight: 2, min: 4, max: 8] }; { hybrid-aquatic:pleco [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:tetra [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:tiger_barb [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:vampire_crab [weight: 1, min: 1, max: 2] }"
94,"minecraft:ice_spikes","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:snowy_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:ice_spikes_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 20, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:stray [weight: 80, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:polar_bear [weight: 1, min: 1, max: 2] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { naturalist:bluejay [weight: 10, min: 1, max: 4] }; { wildernature:penguin [weight: 11, min: 4, max: 6] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
95,"betterend:ice_starfield","{ endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }; { minecraft:enderman [weight: 20, min: 1, max: 4] }"
96,"incendium:infernal_dunes","{ betternether:naga [weight: 8, min: 3, max: 5] }; { minecraft:blaze [weight: 20, min: 2, max: 5] }; { minecraft:magma_cube [weight: 5, min: 1, max: 3] }; { minecraft:strider [weight: 60, min: 1, max: 2] }; { betternether:firefly [weight: 5, min: 1, max: 3] }; { betternether:hydrogen_jellyfish [weight: 5, min: 2, max: 6] }"
97,"still_life:infested_tunnels","{ minecraft:cave_spider [weight: 100, min: 4, max: 7] }; { minecraft:creeper [weight: 10, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 200, min: 4, max: 7] }; { minecraft:witch [weight: 10, min: 1, max: 1] }; { minecraft:zombie [weight: 50, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
98,"incendium:inverted_forest","{ betternether:naga [weight: 8, min: 3, max: 5] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:strider [weight: 60, min: 1, max: 2] }; { betternether:firefly [weight: 5, min: 1, max: 3] }; { betternether:hydrogen_jellyfish [weight: 5, min: 2, max: 6] }"
99,"betterend:jade_cave","{ endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }"
100,"minecraft:jagged_peaks","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:snowy_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:goat [weight: 5, min: 1, max: 3] }; { minecraft:sheep [weight: 6, min: 2, max: 3] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { wildernature:minisheep [weight: 13, min: 3, max: 6] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
101,"minecraft:jungle","{ creeperoverhaul:bamboo_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:jungle_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:ocelot [weight: 2, min: 1, max: 3] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:jumping_spider [weight: 2, min: 1, max: 1] }; { crittersandcompanions:red_panda [weight: 8, min: 1, max: 2] }; { hybrid-birds:peacock [weight: 2, min: 1, max: 2] }; { minecraft:frog [weight: 8, min: 3, max: 4] }; { minecraft:panda [weight: 1, min: 1, max: 2] }; { minecraft:parrot [weight: 40, min: 1, max: 2] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { naturalist:elephant [weight: 5, min: 2, max: 3] }; { naturalist:hippo [weight: 10, min: 3, max: 4] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:tortoise [weight: 10, min: 1, max: 3] }; { wildernature:cassowary [weight: 7, min: 3, max: 5] }; { crittersandcompanions:leaf_insect [weight: 14, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:african_butterflyfish [weight: 2, min: 1, max: 1] }; { hybrid-aquatic:danio [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:discus [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:golden_dorado [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:gourami [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:oscar [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:piranha [weight: 2, min: 4, max: 8] }; { hybrid-aquatic:pleco [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:tetra [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:tiger_barb [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:vampire_crab [weight: 1, min: 1, max: 2] }"
102,"betterend:lantern_woods","{ endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:end_islands_enderman [weight: 1, min: 1, max: 1] }; { minecraft:enderman [weight: 50, min: 1, max: 2] }"
103,"still_life:larch_woodlands","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:hills_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:spruce_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:ferret [weight: 4, min: 2, max: 3] }; { crittersandcompanions:jumping_spider [weight: 2, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:cow [weight: 0, min: 4, max: 4] }; { minecraft:donkey [weight: 0, min: 1, max: 1] }; { minecraft:fox [weight: 1, min: 1, max: 2] }; { minecraft:fox [weight: 10, min: 2, max: 4] }; { minecraft:horse [weight: 0, min: 2, max: 6] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { minecraft:sheep [weight: 0, min: 4, max: 4] }; { minecraft:wolf [weight: 1, min: 3, max: 4] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:bluejay [weight: 10, min: 1, max: 4] }; { naturalist:boar [weight: 10, min: 4, max: 4] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:deer [weight: 10, min: 1, max: 3] }; { naturalist:finch [weight: 10, min: 1, max: 4] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { wildernature:boar [weight: 14, min: 4, max: 5] }; { wildernature:deer [weight: 13, min: 2, max: 4] }; { wildernature:hedgehog [weight: 13, min: 1, max: 3] }; { wildernature:owl [weight: 12, min: 2, max: 3] }; { wildernature:turkey [weight: 12, min: 3, max: 5] }; { crittersandcompanions:leaf_insect [weight: 14, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { naturalist:butterfly [weight: 10, min: 3, max: 5] }; { naturalist:firefly [weight: 10, min: 2, max: 3] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
