"ID","Registry name","Tags"
127,"still_life:monsoon_forest","galosphere:has_structure/forgotten_ruins, supplementaries:has_way_signs, creeperoverhaul:has_jungle_creeper, naturalist:has_snake, minecraft:has_structure/trail_ruins, betterjungletemples:has_structure/jungle_temple, c:in_overworld, towns_and_towers:has_structure/pillager_outpost_jungle, underground_bunkers:has_structure/underground_bunker_biomes, betterjungletemples:has_structure/better_jungle_temple, c:vegetation_dense, minecraft:has_structure/stronghold, minecraft:is_jungle, farmersdelight:wild_onions_whitelist, betterdungeons:has_structure/skeleton_dungeon, c:climate_wet, betterdungeons:has_structure/zombie_dungeon, ae2:has_meteorites, bettermineshafts:has_structure/better_mineshaft_jungle, minecraft:spawns_warm_variant_farm_animals, c:climate_hot, hybrid-aquatic:jungle, explorify:has_structure/ruins, minecraft:is_overworld, bettermineshafts:has_structure/mineshaft, naturalist:has_coral_snake, herbalbrews:jungle_biomes, loot_n_explore:has_structure/wizards_wind_tower, c:tree_jungle, naturalist:has_lizard, still_life:is_still_life, farm_and_charm:spawns_wild_strawberries, betterstrongholds:has_structure/stronghold, wildernature:spawns_cassowary, naturalist:has_elephant, c:jungle, vinery:spawns_jungle_grape, naturalist:has_snail, minecraft:spawns_warm_variant_frogs, elemental_wizards_rpg:has_structure/wind_wizard, structory:has_structure/ruins, betterdungeons:has_structure/small_dungeon, minecraft:is_hot, bakery:spawns_strawberries, crittersandcompanions:silk_cocoon_spawns, minecraft:has_structure/mineshaft, farmersdelight:has_wild_beetroots, minecraft:snow_golem_melts, supplementaries:has_wild_flax, betterstrongholds:has_structure/better_stronghold, naturalist:has_hippo, naturalist:has_tortoise, friendsandfoes:has_rascal, structory_towers:has_structure/towers, minecraft:has_structure/jungle_temple, farmersdelight:wild_potatoes_whitelist, farmersdelight:wild_carrots_whitelist, towns_and_towers:has_structure/village_jungle_tribal, minecraft:has_structure/ruined_portal_jungle, t_and_t:has_structure/village_jungle, supplementaries:has_cave_urns, betterdungeons:has_structure/spider_dungeon, minecraft:stronghold_biased_to"
128,"still_life:mushroom_caves","hybrid-aquatic:caves, farmersdelight:wild_potatoes_whitelist, betterdungeons:has_structure/skeleton_dungeon, supplementaries:has_cave_urns, farmersdelight:wild_carrots_whitelist, galosphere:has_structure/forgotten_ruins, c:cave, betterdungeons:has_structure/zombie_dungeon, betterstrongholds:has_structure/stronghold, explorify:has_structure/ruins, betterdungeons:has_structure/small_dungeon, c:in_overworld, minecraft:has_structure/trial_chambers, farmersdelight:wild_onions_whitelist, minecraft:is_overworld, ae2:has_meteorites, creeperoverhaul:has_cave_creeper, betterdungeons:has_structure/spider_dungeon, supplementaries:has_way_signs, still_life:is_still_life, structory_towers:has_structure/towers, friendsandfoes:has_rascal, structory:has_structure/ruins, supplementaries:has_wild_flax, bettermineshafts:has_structure/mineshaft, minecraft:stronghold_biased_to, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, still_life:is_caves"
129,"minecraft:mushroom_fields","betterstrongholds:has_structure/stronghold, minecraft:without_zombie_sieges, farmersdelight:has_brown_mushroom_colony, sereneseasons:tropical_biomes, minecraft:without_patrol_spawns, waystones:has_structure/mossy_waystone, bettermineshafts:has_structure/mineshaft, structory_towers:mushroom, betterstrongholds:has_structure/better_stronghold, naturalist:has_firefly, bloomingnature:overworld, farmersdelight:has_red_mushroom_colony, c:climate_hot, minecraft:has_structure/ruined_portal_standard, supplementaries:has_cave_urns, supplementaries:has_way_signs, supplementaries:has_wild_flax, c:in_overworld, betterdungeons:has_structure/skeleton_dungeon, endermanoverhaul:mushroom_fields_spawns, minecraft:has_structure/mineshaft, betterdungeons:has_structure/zombie_dungeon, betterdungeons:has_structure/small_dungeon, c:is_rare, creeperoverhaul:is_mushroom, minecraft:has_structure/trial_chambers, endermanoverhaul:all_spawns, farmersdelight:wild_carrots_whitelist, galosphere:has_structure/forgotten_ruins, explorify:has_structure/ruins, friendsandfoes:has_rascal, minecraft:increased_fire_burnout, farmersdelight:wild_carrots_blacklist, ae2:has_meteorites, structory:has_structure/ruins, c:is_mushroom, minecraft:stronghold_biased_to, farmersdelight:has_wild_beetroots, c:mushroom, bettermineshafts:has_structure/better_mineshaft_mushroom, structory_towers:has_structure/towers, minecraft:is_overworld, farmersdelight:wild_potatoes_whitelist, farmersdelight:wild_onions_whitelist, betterdungeons:has_structure/spider_dungeon, farmersdelight:wild_onions_blacklist, towns_and_towers:has_structure/pillager_outpost_mushroom_fields, minecraft:has_structure/stronghold, naturalist:has_snail, towns_and_towers:has_structure/village_mushroom_fields_fantasy"
130,"betterend:neon_oasis","minecraft:is_end, endermanoverhaul:end_spawns, endermanoverhaul:end_islands_spawns, minecraft:has_structure/end_city, minecraft:spawns_cold_variant_farm_animals, betterend:has_structure/eternal_portal, explorify:has_structure/end_shipwreck, c:in_the_end, c:is_end_highland, minecraft:spawns_cold_variant_frogs"
131,"betternether:nether_grasslands","c:in_nether, minecraft:is_nether, minecraft:has_structure/nether_fortress, minecraft:spawns_warm_variant_farm_animals, friendsandfoes:has_structure/citadel, betternether:has_structure/nether_decorations, betterfortresses:has_structure/better_fortress, farmersdelight:has_wild_beetroots, minecraft:spawns_warm_variant_frogs, betternether:has_structure/ghast_hive, betternether:has_structure/pyramid, betternether:biome, c:climate_hot, betterdungeons:has_structure/small_nether_dungeon, minecraft:has_structure/ruined_portal_nether, minecraft:has_structure/bastion_remnant, betternether:has_structure/nether_city, explorify:has_structure/black_spiral, c:climate_dry"
132,"betternether:nether_jungle","betterdungeons:has_structure/small_nether_dungeon, c:climate_dry, minecraft:is_nether, minecraft:has_structure/ruined_portal_nether, betterfortresses:has_structure/better_fortress, c:climate_hot, minecraft:has_structure/nether_fortress, betternether:has_structure/nether_city, betternether:biome, friendsandfoes:has_structure/citadel, c:in_nether, farmersdelight:has_wild_beetroots, betternether:has_structure/nether_decorations, explorify:has_structure/black_spiral, minecraft:spawns_warm_variant_farm_animals, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/bastion_remnant"
133,"betternether:nether_mushroom_forest","c:in_nether, minecraft:is_nether, minecraft:has_structure/nether_fortress, minecraft:spawns_warm_variant_farm_animals, friendsandfoes:has_structure/citadel, betternether:has_structure/nether_decorations, betterfortresses:has_structure/better_fortress, farmersdelight:has_wild_beetroots, minecraft:spawns_warm_variant_frogs, betternether:has_structure/ghast_hive, betternether:has_structure/pyramid, betternether:biome, c:climate_hot, betterdungeons:has_structure/small_nether_dungeon, minecraft:has_structure/ruined_portal_nether, minecraft:has_structure/bastion_remnant, betternether:has_structure/nether_city, explorify:has_structure/black_spiral, c:climate_dry"
134,"betternether:nether_mushroom_forest_edge","betterdungeons:has_structure/small_nether_dungeon, minecraft:is_nether, minecraft:has_structure/ruined_portal_nether, betterfortresses:has_structure/better_fortress, betternether:has_structure/ghast_hive, c:climate_hot, minecraft:has_structure/nether_fortress, betternether:has_structure/nether_city, betternether:has_structure/pyramid, betternether:biome, friendsandfoes:has_structure/citadel, c:in_nether, farmersdelight:has_wild_beetroots, betternether:has_structure/nether_decorations, minecraft:spawns_warm_variant_farm_animals, minecraft:spawns_warm_variant_frogs, c:climate_dry"
135,"betternether:nether_swampland","c:in_nether, minecraft:is_nether, minecraft:has_structure/nether_fortress, minecraft:spawns_warm_variant_farm_animals, friendsandfoes:has_structure/citadel, betternether:has_structure/nether_decorations, betterfortresses:has_structure/better_fortress, farmersdelight:has_wild_beetroots, minecraft:spawns_warm_variant_frogs, betternether:has_structure/ghast_hive, betternether:has_structure/pyramid, betternether:biome, c:climate_hot, betterdungeons:has_structure/small_nether_dungeon, minecraft:has_structure/ruined_portal_nether, minecraft:has_structure/bastion_remnant, betternether:has_structure/nether_city, explorify:has_structure/black_spiral, c:climate_dry"
136,"betternether:nether_swampland_terraces","c:in_nether, minecraft:is_nether, minecraft:has_structure/nether_fortress, minecraft:spawns_warm_variant_farm_animals, friendsandfoes:has_structure/citadel, betternether:has_structure/nether_decorations, betterfortresses:has_structure/better_fortress, farmersdelight:has_wild_beetroots, minecraft:spawns_warm_variant_frogs, betternether:has_structure/ghast_hive, betternether:has_structure/pyramid, betternether:biome, c:climate_hot, betterdungeons:has_structure/small_nether_dungeon, minecraft:has_structure/ruined_portal_nether, minecraft:has_structure/bastion_remnant, betternether:has_structure/nether_city, explorify:has_structure/black_spiral, c:climate_dry"
137,"minecraft:nether_wastes","c:is_dry/nether, friendsandfoes:has_structure/citadel, minecraft:is_nether, waystones:has_structure/blackstone_waystone, betterdungeons:has_structure/small_nether_dungeon, farmersdelight:has_wild_beetroots, minecraft:has_structure/bastion_remnant, c:in_nether, endermanoverhaul:all_spawns, endermanoverhaul:nether_wastes_spawns, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/nether_fortress, explorify:has_structure/black_spiral, betternether:has_structure/nether_city, minecraft:snow_golem_melts, c:is_hot/nether, loot_n_explore:has_structure/wizards_fire_tower, minecraft:spawns_warm_variant_farm_animals, c:climate_dry, betterfortresses:has_structure/better_fortress, c:climate_hot, c:is_dry, c:is_hot, minecraft:has_structure/ruined_portal_nether"
138,"minecraft:ocean","minecraft:water_on_map_outlines, minecraft:has_structure/trial_chambers, loot_n_explore:has_structure/wizards_wind_tower, supplementaries:has_cave_urns, friendsandfoes:has_rascal, minecraft:has_structure/shipwreck, loot_n_explore:has_structure/wizards_water_monolith, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, c:in_overworld, minecraft:is_overworld, structory_towers:oceans, minecraft:is_ocean, structory:has_structure/boat, bloomingnature:overworld, elemental_wizards_rpg:has_structure/water_wizard, minecraft:required_ocean_monument_surrounding, c:ocean, hybrid-aquatic:shallow_temperate_oceans, hybrid-aquatic:temperate_oceans, c:aquatic, c:is_water, farmersdelight:wild_onions_whitelist, farmersdelight:wild_potatoes_whitelist, supplementaries:has_way_signs, c:climate_wet, betterstrongholds:has_structure/stronghold, minecraft:plays_underwater_music, ae2:has_meteorites, minecraft:has_structure/stronghold, supplementaries:has_wild_flax, c:shallow_ocean, minecraft:has_structure/mineshaft, betterdungeons:has_structure/spider_dungeon, betterdungeons:has_structure/small_dungeon, betterdungeons:has_structure/skeleton_dungeon, waystones:has_structure/waystone, minecraft:has_structure/ocean_ruin_cold, structory_towers:has_structure/towers, farmersdelight:wild_carrots_whitelist, galosphere:has_structure/forgotten_ruins, hybrid-aquatic:bottle_spawn_biomes, betterdungeons:has_structure/zombie_dungeon, minecraft:has_structure/ruined_portal_ocean, elemental_wizards_rpg:has_structure/wind_wizard, towns_and_towers:has_structure/shallow_oceans_wreckage, explorify:has_structure/ruins"
139,"betternether:old_fungiwoods","c:in_nether, minecraft:is_nether, minecraft:has_structure/nether_fortress, minecraft:spawns_warm_variant_farm_animals, friendsandfoes:has_structure/citadel, betternether:has_structure/nether_decorations, betterfortresses:has_structure/better_fortress, farmersdelight:has_wild_beetroots, minecraft:spawns_warm_variant_frogs, betternether:has_structure/ghast_hive, betternether:has_structure/pyramid, betternether:biome, c:climate_hot, betterdungeons:has_structure/small_nether_dungeon, minecraft:has_structure/ruined_portal_nether, minecraft:has_structure/bastion_remnant, betternether:has_structure/nether_city, explorify:has_structure/black_spiral, c:climate_dry"
140,"minecraft:old_growth_birch_forest","bloomingnature:overworld, c:climate_temperate, farm_and_charm:spawns_wild_emmer, supplementaries:has_wild_flax, minecraft:has_structure/ruined_portal_standard, bettermineshafts:has_structure/better_mineshaft_overgrown, farm_and_charm:spawns_wild_potatoes, friendsandfoes:has_rascal, explorify:has_structure/ruins, minecraft:has_structure/stronghold, farmersdelight:wild_carrots_whitelist, c:is_rare, naturalist:has_bear, minecraft:stronghold_biased_to, crittersandcompanions:silk_cocoon_spawns, farmersdelight:wild_potatoes_whitelist, naturalist:has_lizard, underground_bunkers:has_structure/underground_bunker_biomes, minecraft:is_overworld, explorify:has_structure/mausoleum, naturalist:has_butterfly, naturalist:has_firefly, structory_towers:has_structure/towers, naturalist:has_cardinal, betterstrongholds:has_structure/better_stronghold, moremobvariants:wolf_woods_spawns, farm_and_charm:spawns_wild_crops, naturalist:has_finch, wildernature:remove_wolf, wildernature:spawns_owl, structory:has_structure/chapel, naturalist:has_snail, towns_and_towers:has_structure/village_birch_forest_romanian, bakery:spawns_strawberries, c:is_dense, structory:has_structure/ruins, minecraft:is_forest, structory_towers:birch_biomes, vinery:spawns_grape, betterdungeons:has_structure/spider_dungeon, naturalist:has_robin, wildernature:spawns_hedgehog, supplementaries:has_cave_urns, minecraft:has_structure/pillager_outpost, supplementaries:has_way_signs, ecologics:has_squirrel, towns_and_towers:has_structure/pillager_outpost_birch_forest, c:is_dense/overworld, meadow:spawns_umbra_cow, farm_and_charm:spawns_wild_strawberries, betterdungeons:has_structure/small_dungeon, structory:has_structure/firetower, explorify:has_structure/supply_cache/birch, c:birch_forest, farmersdelight:wild_onions_whitelist, naturalist:has_boar, ae2:has_meteorites, c:in_overworld, bettermineshafts:has_structure/mineshaft, meadow:spawns_buffalo, farm_and_charm:spawns_wild_flowers, wildernature:spawns_boar, naturalist:has_snake, minecraft:has_structure/trial_chambers, betterdungeons:has_structure/skeleton_dungeon, structory:has_structure/outcast_villager_grassy, c:forest, bloomingnature:aspen, naturalist:has_deer, wildernature:spawns_deer, wildernature:spawns_turkey, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/trail_ruins, minecraft:has_structure/mineshaft, betterstrongholds:has_structure/stronghold, betterdungeons:has_structure/zombie_dungeon, c:tree_deciduous, waystones:has_structure/waystone"
141,"minecraft:old_growth_pine_taiga","bloomingnature:has_structure/temperate, moremobvariants:wolf_black_spawns, explorify:has_structure/ruins, structory:has_structure/chapel, c:is_coniferous, c:is_cold/overworld, explorify:has_structure/watchtower_taiga, structory:has_structure/firetower, farm_and_charm:spawns_wild_oat, underground_bunkers:has_structure/underground_bunker_biomes, supplementaries:has_way_signs, bloomingnature:old_growth_pine_taiga, c:in_overworld, c:is_cold, minecraft:is_taiga, towns_and_towers:has_structure/pillager_outpost_old_growth_taiga, creeperoverhaul:has_snowy_creeper, friendsandfoes:has_illusioner, betterstrongholds:has_structure/better_stronghold, bloomingnature:has_structure/taiga, supplementaries:has_wild_flax, c:climate_cold, minecraft:has_structure/ruined_portal_standard, structory:has_structure/outcast_villager_grassy, structory:has_structure/old_manor, brewery:taiga, c:taiga, naturalist:has_bluejay, supplementaries:has_cave_urns, minecraft:stronghold_biased_to, bettermineshafts:has_structure/mineshaft, explorify:has_structure/campsite, minecraft:is_overworld, friendsandfoes:collections/taigas, friendsandfoes:has_structure/illusioner_shack, towns_and_towers:has_structure/village_old_growth_taiga_polish, naturalist:has_bear, bettermineshafts:has_structure/better_mineshaft_spruce, wildernature:spawns_red_wolf, hybrid-birds:turkey_spawn_biomes, ecologics:has_penguin, minecraft:has_structure/stronghold, friendsandfoes:has_structure/illusioner_training_grounds, betterdungeons:has_structure/spider_dungeon, farmersdelight:wild_onions_whitelist, farmersdelight:wild_potatoes_whitelist, vinery:spawns_taiga_grape, meadow:spawns_buffalo, structory_towers:has_structure/towers, structory_towers:dense_forests, betterdungeons:has_structure/small_dungeon, farm_and_charm:spawns_wild_strawberries, betterstrongholds:has_structure/stronghold, structory:has_structure/ruins, bloomingnature:overworld, bakery:spawns_strawberries, farmersdelight:wild_carrots_whitelist, minecraft:has_structure/pillager_outpost, galosphere:has_structure/forgotten_ruins, betterdungeons:has_structure/zombie_dungeon, waystones:has_structure/waystone, wildernature:remove_wolf, explorify:has_structure/supply_cache/taiga, farm_and_charm:spawns_wild_potatoes, minecraft:spawns_cold_variant_farm_animals, minecraft:has_structure/trail_ruins, farm_and_charm:spawns_wild_crops, c:tree_coniferous, structory:has_structure/ruin_taiga, friendsandfoes:has_rascal, ae2:has_meteorites, betterdungeons:has_structure/skeleton_dungeon, minecraft:has_structure/mineshaft, minecraft:has_structure/trial_chambers"
