"Registry name","Map color (hex)","Map color (int)"
"chipped:blue_glazed_terracotta_pillar_sides","#334CB2","3361970"
"chipped:blue_glazed_terracotta_pillar_top","#334CB2","3361970"
"chipped:blue_glazed_terracotta_smooth_tiles","#334CB2","3361970"
"chipped:blue_glazed_terracotta_tiles","#334CB2","3361970"
"chipped:blue_ice_bricks","#A0A0FF","10526975"
"chipped:blue_ice_mini_tiles","#A0A0FF","10526975"
"chipped:blue_ice_pillar","#A0A0FF","10526975"
"chipped:blue_ice_pillar_top","#A0A0FF","10526975"
"chipped:blue_ice_scales","#A0A0FF","10526975"
"chipped:blue_mangrove_roots","#815631","8476209"
"chipped:blue_moss_block","#667F33","6717235"
"chipped:blue_paper_lantern","#A7A7A7","10987431"
"chipped:blue_paper_soul_lantern","#A7A7A7","10987431"
"chipped:blue_redstone_torch","#000000","0"
"chipped:blue_redstone_wall_torch","#000000","0"
"chipped:blue_terracotta_bricks","#4C3E5C","4996700"
"chipped:blue_terracotta_column","#4C3E5C","4996700"
"chipped:blue_terracotta_pillar","#4C3E5C","4996700"
"chipped:blue_terracotta_tile","#4C3E5C","4996700"
"chipped:blue_terracotta_tiles","#4C3E5C","4996700"
"chipped:blue_tube_soul_lantern","#A7A7A7","10987431"
"chipped:boarded_acacia_door","#D87F33","14188339"
"chipped:boarded_bamboo_door","#E5E533","15066419"
"chipped:boarded_birch_door","#F7E9A3","16247203"
"chipped:boarded_cherry_door","#D1B1A1","13742497"
"chipped:boarded_crimson_door","#943F61","9715553"
"chipped:boarded_dark_oak_door","#664C33","6704179"
"chipped:boarded_jungle_door","#976D4D","9923917"
"chipped:boarded_mangrove_door","#993333","10040115"
"chipped:boarded_oak_door","#8F7748","9402184"
"chipped:boarded_warped_door","#3A8E8C","3837580"
"chipped:bolby_nether_sprouts","#4C7F99","5013401"
"chipped:bolted_black_concrete","#191919","1644825"
"chipped:bolted_blue_concrete","#334CB2","3361970"
"chipped:bolted_brown_concrete","#664C33","6704179"
"chipped:bolted_cyan_concrete","#4C7F99","5013401"
"chipped:bolted_gray_concrete","#4C4C4C","5000268"
"chipped:bolted_green_concrete","#667F33","6717235"
"chipped:bolted_iron_bars","#000000","0"
"chipped:bolted_light_blue_concrete","#6699D8","6724056"
"chipped:bolted_light_gray_concrete","#999999","10066329"
"chipped:bolted_lime_concrete","#7FCC19","8375321"
"chipped:bolted_magenta_concrete","#B24CD8","11685080"
"chipped:bolted_orange_concrete","#D87F33","14188339"
"chipped:bolted_pink_concrete","#F27FA5","15892389"
"chipped:bolted_purple_concrete","#7F3FB2","8339378"
"chipped:bolted_red_concrete","#993333","10040115"
"chipped:bolted_white_concrete","#FFFFFF","16777215"
"chipped:bolted_yellow_concrete","#E5E533","15066419"
"chipped:boo_carved_pumpkin","#D87F33","14188339"
"chipped:boo_jack_o_lantern","#D87F33","14188339"
"chipped:bordered_amethyst_block","#7F3FB2","8339378"
"chipped:bordered_ancient_debris","#191919","1644825"
"chipped:bordered_andesite","#707070","7368816"
"chipped:bordered_basalt","#191919","1644825"
"chipped:bordered_blackstone","#191919","1644825"
"chipped:bordered_blue_ice","#A0A0FF","10526975"
"chipped:bordered_borderless_bricks","#993333","10040115"
"chipped:bordered_bricks","#993333","10040115"
"chipped:bordered_calcite","#D1B1A1","13742497"
"chipped:bordered_clay","#A4A8B8","10791096"
"chipped:bordered_coal_block","#191919","1644825"
"chipped:bordered_cobblestone","#707070","7368816"
"chipped:bordered_crying_obsidian","#191919","1644825"
"chipped:bordered_dark_prismarine","#5CDBD5","6085589"
"chipped:bordered_deepslate","#646464","6579300"
"chipped:bordered_diorite","#FFFCF5","16776437"
"chipped:bordered_dirt","#976D4D","9923917"
"chipped:bordered_dripstone_block","#4C3223","4993571"
"chipped:bordered_end_stone","#F7E9A3","16247203"
"chipped:bordered_gilded_blackstone","#191919","1644825"
"chipped:bordered_granite","#976D4D","9923917"
"chipped:bordered_ice","#A0A0FF","10526975"
"chipped:bordered_lapis_block","#4A80FF","4882687"
"chipped:bordered_lodestone","#A7A7A7","10987431"
"chipped:bordered_magma_block","#700200","7340544"
"chipped:bordered_mossy_cobblestone","#707070","7368816"
"chipped:bordered_mossy_stone_bricks","#707070","7368816"
"chipped:bordered_mud","#575C5C","5725276"
"chipped:bordered_mud_bricks","#876B62","8874850"
"chipped:bordered_nether_bricks","#700200","7340544"
"chipped:bordered_netherrack","#700200","7340544"
"chipped:bordered_obsidian","#191919","1644825"
"chipped:bordered_packed_ice","#A0A0FF","10526975"
"chipped:bordered_packed_mud","#976D4D","9923917"
"chipped:bordered_prismarine","#4C7F99","5013401"
"chipped:bordered_purpur_block","#B24CD8","11685080"
"chipped:bordered_quartz_block","#FFFCF5","16776437"
"chipped:bordered_raw_copper_block","#D87F33","14188339"
"chipped:bordered_raw_gold_block","#FAEE4D","16445005"
"chipped:bordered_raw_iron_block","#D8AF93","14200723"
"chipped:bordered_red_nether_bricks","#700200","7340544"
"chipped:bordered_red_sandstone","#D87F33","14188339"
"chipped:bordered_redstone_block","#FF0000","16711680"
"chipped:bordered_sandstone","#F7E9A3","16247203"
"chipped:bordered_smooth_stone","#707070","7368816"
"chipped:bordered_snow_block","#FFFFFF","16777215"
"chipped:bordered_stone","#707070","7368816"
"chipped:bordered_tuff","#392923","3746083"
"chipped:borderless_bricks_bricks","#993333","10040115"
"chipped:borderless_bricks_mini_tiles","#993333","10040115"
"chipped:borderless_bricks_pillar","#993333","10040115"
"chipped:borderless_bricks_pillar_top","#993333","10040115"
"chipped:borderless_bricks_scales","#993333","10040115"
"chipped:botanical_oak_bookshelf","#8F7748","9402184"
"chipped:botanical_oak_cubed_bookshelf","#8F7748","9402184"
"chipped:botanical_oak_large_bookshelf","#8F7748","9402184"
"chipped:botanist_workbench","#8F7748","9402184"
"chipped:boxed_acacia_planks","#D87F33","14188339"
"chipped:boxed_bamboo_planks","#E5E533","15066419"
"chipped:boxed_birch_planks","#F7E9A3","16247203"
"chipped:boxed_cherry_planks","#D1B1A1","13742497"
"chipped:boxed_crimson_planks","#943F61","9715553"
"chipped:boxed_dark_oak_planks","#664C33","6704179"
"chipped:boxed_jungle_planks","#976D4D","9923917"
"chipped:boxed_mangrove_planks","#993333","10040115"
"chipped:boxed_oak_planks","#8F7748","9402184"
"chipped:boxed_spruce_planks","#815631","8476209"
"chipped:boxed_warped_planks","#3A8E8C","3837580"
"chipped:brick_bond_acacia_planks","#D87F33","14188339"
"chipped:brick_bond_bamboo_planks","#E5E533","15066419"
"chipped:brick_bond_birch_planks","#F7E9A3","16247203"
"chipped:brick_bond_cherry_planks","#D1B1A1","13742497"
"chipped:brick_bond_crimson_planks","#943F61","9715553"
"chipped:brick_bond_dark_oak_planks","#664C33","6704179"
"chipped:brick_bond_jungle_planks","#976D4D","9923917"
"chipped:brick_bond_mangrove_planks","#993333","10040115"
"chipped:brick_bond_oak_planks","#8F7748","9402184"
"chipped:brick_bond_spruce_planks","#815631","8476209"
"chipped:brick_bond_warped_planks","#3A8E8C","3837580"
"chipped:brick_bordered_amethyst_block","#7F3FB2","8339378"
"chipped:brick_bordered_ancient_debris","#191919","1644825"
"chipped:brick_bordered_andesite","#707070","7368816"
"chipped:brick_bordered_basalt","#191919","1644825"
"chipped:brick_bordered_blackstone","#191919","1644825"
"chipped:brick_bordered_blue_ice","#A0A0FF","10526975"
"chipped:brick_bordered_borderless_bricks","#993333","10040115"
"chipped:brick_bordered_bricks","#993333","10040115"
"chipped:brick_bordered_calcite","#D1B1A1","13742497"
"chipped:brick_bordered_clay","#A4A8B8","10791096"
"chipped:brick_bordered_coal_block","#191919","1644825"
"chipped:brick_bordered_cobblestone","#707070","7368816"
"chipped:brick_bordered_crying_obsidian","#191919","1644825"
"chipped:brick_bordered_dark_prismarine","#5CDBD5","6085589"
"chipped:brick_bordered_deepslate","#646464","6579300"
"chipped:brick_bordered_diorite","#FFFCF5","16776437"
"chipped:brick_bordered_dirt","#976D4D","9923917"
"chipped:brick_bordered_dripstone_block","#4C3223","4993571"
"chipped:brick_bordered_end_stone","#F7E9A3","16247203"
"chipped:brick_bordered_gilded_blackstone","#191919","1644825"
"chipped:brick_bordered_granite","#976D4D","9923917"
"chipped:brick_bordered_ice","#A0A0FF","10526975"
"chipped:brick_bordered_lapis_block","#4A80FF","4882687"
"chipped:brick_bordered_lodestone","#A7A7A7","10987431"
"chipped:brick_bordered_magma_block","#700200","7340544"
"chipped:brick_bordered_mossy_cobblestone","#707070","7368816"
"chipped:brick_bordered_mossy_stone_bricks","#707070","7368816"
"chipped:brick_bordered_mud","#575C5C","5725276"
"chipped:brick_bordered_mud_bricks","#876B62","8874850"
"chipped:brick_bordered_nether_bricks","#700200","7340544"
"chipped:brick_bordered_netherrack","#700200","7340544"
"chipped:brick_bordered_obsidian","#191919","1644825"
"chipped:brick_bordered_packed_ice","#A0A0FF","10526975"
"chipped:brick_bordered_packed_mud","#976D4D","9923917"
"chipped:brick_bordered_prismarine","#4C7F99","5013401"
"chipped:brick_bordered_purpur_block","#B24CD8","11685080"
"chipped:brick_bordered_quartz_block","#FFFCF5","16776437"
"chipped:brick_bordered_raw_copper_block","#D87F33","14188339"
"chipped:brick_bordered_raw_gold_block","#FAEE4D","16445005"
"chipped:brick_bordered_raw_iron_block","#D8AF93","14200723"
"chipped:brick_bordered_red_nether_bricks","#700200","7340544"
"chipped:brick_bordered_red_sandstone","#D87F33","14188339"
"chipped:brick_bordered_redstone_block","#FF0000","16711680"
"chipped:brick_bordered_sandstone","#F7E9A3","16247203"
"chipped:brick_bordered_smooth_stone","#707070","7368816"
"chipped:brick_bordered_snow_block","#FFFFFF","16777215"
"chipped:brick_bordered_stone","#707070","7368816"
"chipped:brick_bordered_tuff","#392923","3746083"
"chipped:bricked_mangrove_planks","#993333","10040115"
"chipped:bricks_bricks","#993333","10040115"
"chipped:bricks_mini_tiles","#993333","10040115"
"chipped:bricks_pillar","#993333","10040115"
"chipped:bricks_pillar_top","#993333","10040115"
"chipped:bricks_scales","#993333","10040115"
"chipped:bricky_acacia_planks","#D87F33","14188339"
"chipped:bricky_bamboo_planks","#E5E533","15066419"
"chipped:bricky_birch_planks","#F7E9A3","16247203"
"chipped:bricky_cherry_planks","#D1B1A1","13742497"
"chipped:bricky_crimson_planks","#943F61","9715553"
"chipped:bricky_dark_oak_planks","#664C33","6704179"
"chipped:bricky_jungle_planks","#976D4D","9923917"
"chipped:bricky_mangrove_planks","#993333","10040115"
"chipped:bricky_oak_planks","#8F7748","9402184"
"chipped:bricky_spruce_planks","#815631","8476209"
"chipped:bricky_warped_planks","#3A8E8C","3837580"
"chipped:bright_melon","#7FCC19","8375321"
"chipped:broken_cobweb","#C7C7C7","13092807"
"chipped:broken_glowstone","#F7E9A3","16247203"
"chipped:broken_lily_pad","#007C00","31744"
"chipped:broken_mushroom_stem","#C7C7C7","13092807"
"chipped:broken_sea_lantern","#FFFCF5","16776437"
"chipped:broken_shroomlight","#993333","10040115"
"chipped:brown_concrete_bricks","#664C33","6704179"
"chipped:brown_concrete_panel","#664C33","6704179"
"chipped:brown_concrete_pillar","#664C33","6704179"
"chipped:brown_concrete_tiles","#664C33","6704179"
"chipped:brown_dried_kelp_block","#667F33","6717235"
"chipped:brown_glazed_terracotta_pillar_sides","#664C33","6704179"
"chipped:brown_glazed_terracotta_pillar_top","#664C33","6704179"
"chipped:brown_glazed_terracotta_smooth_tiles","#664C33","6704179"
"chipped:brown_glazed_terracotta_tiles","#664C33","6704179"
"chipped:brown_mushroom_bulb","#664C33","6704179"
"chipped:brown_mushroom_bushel","#664C33","6704179"
"chipped:brown_mushroom_cluster","#664C33","6704179"
"chipped:brown_mushroom_trio","#664C33","6704179"
"chipped:brown_terracotta_bricks","#4C3223","4993571"
"chipped:brown_terracotta_column","#4C3223","4993571"
"chipped:brown_terracotta_pillar","#4C3223","4993571"
"chipped:brown_terracotta_tile","#4C3223","4993571"
"chipped:brown_terracotta_tiles","#4C3223","4993571"
"chipped:bubbling_nether_wart_block","#993333","10040115"
"chipped:bubbling_warped_wart_block","#14B485","1356933"
"chipped:budding_crimson_roots","#700200","7340544"
"chipped:budding_crimson_roots_bulb","#700200","7340544"
"chipped:bulbed_brown_mushroom","#664C33","6704179"
"chipped:bulbed_crimson_fungus","#700200","7340544"
"chipped:bulbed_glowstone","#F7E9A3","16247203"
"chipped:bulbed_red_mushroom","#993333","10040115"
"chipped:bulbed_sea_lantern","#FFFCF5","16776437"
"chipped:bulbed_warped_fungus","#4C7F99","5013401"
"chipped:bulby_sponge","#E5E533","15066419"
"chipped:bundled_acacia_log","#D87F33","14188339"
"chipped:bundled_birch_log","#F7E9A3","16247203"
"chipped:bundled_black_carpet","#191919","1644825"
"chipped:bundled_black_wool","#191919","1644825"
"chipped:bundled_blue_carpet","#334CB2","3361970"
"chipped:bundled_blue_wool","#334CB2","3361970"
"chipped:bundled_brown_carpet","#664C33","6704179"
"chipped:bundled_brown_wool","#664C33","6704179"
"chipped:bundled_cherry_log","#D1B1A1","13742497"
"chipped:bundled_crimson_stem","#943F61","9715553"
"chipped:bundled_cyan_carpet","#4C7F99","5013401"
"chipped:bundled_cyan_wool","#4C7F99","5013401"
"chipped:bundled_dark_oak_log","#664C33","6704179"
"chipped:bundled_gray_carpet","#4C4C4C","5000268"
"chipped:bundled_gray_wool","#4C4C4C","5000268"
"chipped:bundled_green_carpet","#667F33","6717235"
"chipped:bundled_green_wool","#667F33","6717235"
"chipped:bundled_hay_block","#E5E533","15066419"
"chipped:bundled_jungle_log","#976D4D","9923917"
"chipped:bundled_light_blue_carpet","#6699D8","6724056"
"chipped:bundled_light_blue_wool","#6699D8","6724056"
"chipped:bundled_light_gray_carpet","#999999","10066329"
"chipped:bundled_light_gray_wool","#999999","10066329"
"chipped:bundled_lime_carpet","#7FCC19","8375321"
"chipped:bundled_lime_wool","#7FCC19","8375321"
"chipped:bundled_magenta_carpet","#B24CD8","11685080"
"chipped:bundled_magenta_wool","#B24CD8","11685080"
"chipped:bundled_mangrove_log","#993333","10040115"
"chipped:bundled_oak_log","#8F7748","9402184"
"chipped:bundled_orange_carpet","#D87F33","14188339"
"chipped:bundled_orange_wool","#D87F33","14188339"
"chipped:bundled_pink_carpet","#F27FA5","15892389"
"chipped:bundled_pink_wool","#F27FA5","15892389"
"chipped:bundled_purple_carpet","#7F3FB2","8339378"
"chipped:bundled_purple_wool","#7F3FB2","8339378"
"chipped:bundled_red_carpet","#993333","10040115"
"chipped:bundled_red_wool","#993333","10040115"
"chipped:bundled_spruce_log","#815631","8476209"
"chipped:bundled_warped_stem","#3A8E8C","3837580"
"chipped:bundled_white_carpet","#FFFFFF","16777215"
"chipped:bundled_white_wool","#FFFFFF","16777215"
"chipped:bundled_yellow_carpet","#E5E533","15066419"
"chipped:bundled_yellow_wool","#E5E533","15066419"
"chipped:burning_coal_lantern","#A7A7A7","10987431"
"chipped:bushy_nether_sprouts","#4C7F99","5013401"
"chipped:button_brown_mushroom","#664C33","6704179"
"chipped:button_crimson_fungus","#700200","7340544"
"chipped:button_mud","#575C5C","5725276"
"chipped:button_mud_bricks","#876B62","8874850"
"chipped:button_packed_mud","#976D4D","9923917"
"chipped:button_red_mushroom","#993333","10040115"
"chipped:button_warped_fungus","#4C7F99","5013401"
"chipped:calcite_bricks","#D1B1A1","13742497"
"chipped:calcite_mini_tiles","#D1B1A1","13742497"
"chipped:calcite_pillar","#D1B1A1","13742497"
"chipped:calcite_pillar_top","#D1B1A1","13742497"
"chipped:calcite_pointed_dripstone","#4C3223","4993571"
"chipped:calcite_scales","#D1B1A1","13742497"
"chipped:carpenters_table","#8F7748","9402184"
"chipped:carved_amethyst_block","#7F3FB2","8339378"
"chipped:carved_ancient_debris","#191919","1644825"
"chipped:carved_andesite","#707070","7368816"
"chipped:carved_basalt","#191919","1644825"
"chipped:carved_blackstone","#191919","1644825"
"chipped:carved_blue_ice","#A0A0FF","10526975"
"chipped:carved_borderless_bricks","#993333","10040115"
"chipped:carved_bricks","#993333","10040115"
"chipped:carved_calcite","#D1B1A1","13742497"
"chipped:carved_clay","#A4A8B8","10791096"
"chipped:carved_coal_block","#191919","1644825"
"chipped:carved_cobblestone","#707070","7368816"
"chipped:carved_crying_obsidian","#191919","1644825"
"chipped:carved_dark_prismarine","#5CDBD5","6085589"
"chipped:carved_deepslate","#646464","6579300"
"chipped:carved_diorite","#FFFCF5","16776437"
"chipped:carved_dirt","#976D4D","9923917"
"chipped:carved_dripstone_block","#4C3223","4993571"
"chipped:carved_end_stone","#F7E9A3","16247203"
"chipped:carved_gilded_blackstone","#191919","1644825"
"chipped:carved_granite","#976D4D","9923917"
"chipped:carved_ice","#A0A0FF","10526975"
"chipped:carved_lapis_block","#4A80FF","4882687"
"chipped:carved_lodestone","#A7A7A7","10987431"
